ClassID,GenType,PosX,PosY,PosZ,Direction,NPCID,AnchorRange,Name
1836,308,-203.375977,489.384766,-943.128540,0,0,0,""
1842,841,-1078.920044,583.260010,-383.519989,-14,0,0,""
1843,842,-1026.857666,581.793823,-469.766235,0,0,0,""
1844,843,42.253654,489.164795,-901.326355,0,0,0,""
1845,844,3049,491,-816,90,0,0,"은둔자의 통로"
1846,845,1241,438,-1506,180,0,0,"드바시아 고개"
1847,846,-182.277740,489.048645,-1890.321533,0,0,0,""
1864,850,-208.671890,489.048706,-1690.536865,0,0,0,""
1866,850,-190.837830,489.048706,-2164.184326,0,0,0,""
1867,850,-195.331161,489.048706,-1144.151489,0,0,0,""
1868,850,-386.724823,489.048706,-865.488281,0,0,0,""
1869,850,-153.498001,489.048737,-651.660706,0,0,0,""
1871,850,-10.196129,489.048706,-862.283630,0,0,0,""
1874,850,-468.899567,489.048706,-1950.763794,0,0,0,""
1878,850,86.358124,489.048706,-1973.707764,0,0,0,""
1879,851,-732.613831,490.248810,-1851.018677,0,0,0,""
1880,852,-98.842911,548.708130,-260.263794,0,0,0,""
1881,853,-428.986359,542.501038,647.136475,0,0,0,""
1882,854,-1223.182373,557.607910,602.532104,0,0,0,""
1883,855,2163.388916,449.998871,-1415.439819,0,0,0,""
1884,856,2315.642090,490.149261,58.202301,0,0,0,""
1885,857,2526.682373,488.938385,734.735046,0,0,0,""
1886,858,-59.488510,558.973022,351.329224,0,0,0,""
1887,859,-813.339722,517.926819,960.975708,0,0,0,""
1888,860,1334.502808,438.515015,-1444.386475,0,0,0,""
1890,862,-1343,583.260010,232,-14,0,0,""
1891,863,-16.840000,558.989990,314.329987,-14,0,0,""
1892,864,-812.919983,517.960022,966.119995,-14,0,0,""
1893,3,525.142517,490.248810,-1965.910889,0,0,0,""
1894,842,-1080.496460,517.901245,927.455994,0,0,0,""
1895,842,-886.055664,518.301880,1167.253906,0,0,0,""
1896,842,-800.028503,517.793152,836.092163,0,0,0,""
1897,842,-684.446411,518.301880,1043.612061,0,0,0,""
1898,842,-1154.386597,583.260681,-223.133698,0,0,0,""
1899,842,-296.381104,559.242798,430.929626,0,0,0,""
1900,842,148.825195,559.067627,37.499092,0,0,0,""
1901,842,-132.397430,560.593384,58.478962,0,0,0,""
1902,865,580.539978,490.350006,-2066.050049,0,0,0,"보물 상자 LV3"
1903,866,1751.203247,433.425201,-1363.114380,0,0,0,""
1904,867,-911,522,1739,100,0,0,""
1905,868,-1493.267456,602.492065,-1896.595947,0,0,0,""
1906,868,-912.518738,521.515991,1664.604004,0,0,0,""
1907,868,2571.988525,488.993195,1000.779419,0,0,0,""
1908,868,1317.552002,439.405243,-1519.600464,0,0,0,""
1909,868,3034.042969,491.637207,-876.247192,0,0,0,""
1910,308,-365.950989,489.048706,-1128.945068,0,0,0,""
1911,308,-198.999512,489.048706,-1115.750000,0,0,0,""
1912,308,-425.740326,489.048706,-934.980164,0,0,0,""
1913,308,-317.793365,489.048706,-822.136536,0,0,0,""
1914,308,-438.219574,489.048737,-719.691162,0,0,0,""
1915,308,-271.214203,489.048767,-616.175476,0,0,0,""
1916,308,-131.135132,489.048706,-739.103943,0,0,0,""
1917,308,0.401309,489.048706,-886.947510,0,0,0,""
1918,308,34.823479,489.048706,-1054.550415,0,0,0,""
1919,842,-1281.137817,583.260620,-332.482971,0,0,0,""
1920,842,-1306.157715,583.260681,-188.258270,0,0,0,""
1921,842,-858.938721,518.295654,1014.054321,0,0,0,""
1922,842,-397.041931,559.242798,215.402435,0,0,0,""
1923,842,-79.376190,559.219727,365.206909,0,0,0,""
1924,842,-245.890671,558.507874,-74.628571,0,0,0,""
1925,842,-987.394165,583.260498,-336.508850,0,0,0,""
1926,842,-9.220268,559.198303,-106.172142,0,0,0,""
1927,846,-376.732666,489.048737,-2266.754883,0,0,0,""
1928,846,-434.860474,489.048706,-2102.357666,0,0,0,""
1929,846,-382.454163,489.048737,-1716.892090,0,0,0,""
1930,846,-201.947586,490.248688,-1459.566528,0,0,0,""
1931,846,-158.514847,489.048737,-1718.067139,0,0,0,""
1932,846,-120.640846,489.048676,-2201.631104,0,0,0,""
1933,846,-4.226233,489.048706,-2011.578979,0,0,0,""
1934,846,191.754761,490.248810,-1925.885132,0,0,0,""
1935,846,213.220352,490.050568,-1984.439575,0,0,0,""
1936,846,267.071747,490.248810,-1896.700928,0,0,0,""
1937,846,284.708496,490.248810,-2008.971069,0,0,0,""
1938,846,262.768158,490.248810,-1962.751709,0,0,0,""
1939,846,-212.497116,490.248688,-1512.804810,0,0,0,""
1940,846,-64.291351,490.248688,-1547.561279,0,0,0,""
1941,846,-129.521790,490.248688,-1459.678101,0,0,0,""
1942,846,-142.422455,490.248657,-1518.573975,0,0,0,""
1943,850,-208.600204,489.048645,-1911.384399,0,0,0,""
1944,850,-524.140869,489.048706,-2221.624268,0,0,0,""
1945,850,-177.701401,489.048706,-894.014832,0,0,0,""
1946,850,-799.973206,531.887329,-633.850891,0,0,0,""
1947,850,-671.592834,515.054871,-619.067383,0,0,0,""
1948,850,-183.933807,515.431946,-414.180481,0,0,0,""
1949,850,-120.924660,537.640320,-313.518890,0,0,0,""
1950,843,1448.590576,435.360260,-1466.408081,0,0,0,""
1951,843,1503.869507,433.425201,-1209.532715,0,0,0,""
1952,843,1237.608032,418.135712,-1062.975586,0,0,0,""
1953,843,1174.783081,416.657898,-1123.829712,0,0,0,""
1954,843,1127.187500,414.610687,-1032.061523,0,0,0,""
1955,843,1101.387329,414.610657,-1112.972656,0,0,0,""
1956,843,1288.870361,425.849243,-1154.528687,0,0,0,""
1957,843,1261.218994,424.470703,-1180.386719,0,0,0,""
1958,843,-1041.813721,583.260498,-298.751129,0,0,0,""
1959,843,-878.792419,520.384094,883.770630,0,0,0,""
1960,843,-154.957733,559.729492,215.710785,0,0,0,""
1961,843,-439.723419,489.048706,-1004.307312,0,0,0,""
1962,843,0.262907,489.048706,-1090.948242,0,0,0,""
1963,843,-235.691116,489.048706,-712.211609,0,0,0,""
1964,843,-824.640015,547.112732,-522.251892,0,0,0,""
1965,843,-1393.286499,583.260681,-110.721481,0,0,0,""
1966,843,-1401.353760,583.260681,319.947632,0,0,0,""
1967,843,-1103.336914,517.452271,854.970154,0,0,0,""
1968,843,-1018.234009,518.301880,1190.064697,0,0,0,""
1969,843,-702.915955,518.301880,1053.359131,0,0,0,""
1970,843,-265.987335,559.216248,179.029510,0,0,0,""
1971,843,-426.144745,559.237000,68.426346,0,0,0,""
1972,843,-139.345093,559.242798,422.060608,0,0,0,""
1973,843,94.160339,559.444824,-65.964607,0,0,0,""
1974,843,-269.820343,489.048706,-1206.631958,0,0,0,""
