ClassID,GenType,NPCID,PosX,PosY,PosZ,Direction,AnchorRange,Name
229,1018,400103,948,524,-810,-90,0,"지뷰 밴시"
230,1018,400103,931,524,-693,-90,0,"지뷰 밴시"
231,1018,400103,1043,524,-622,-90,0,"지뷰 밴시"
232,1018,400103,585,527,-526,-90,0,"지뷰 밴시"
233,1018,400103,477,527,-430,-90,0,"지뷰 밴시"
234,1018,400103,909,442,-1152,-90,0,"지뷰 밴시"
235,1018,400103,780,401,-1231,-90,0,"지뷰 밴시"
236,1018,400103,749,373,-1327,-90,0,"지뷰 밴시"
238,1018,400103,856,373,-1462,-90,0,"지뷰 밴시"
239,1018,400103,1139,373,-1443,-90,0,"지뷰 밴시"
241,1018,400103,979,373,-1343,-90,0,"지뷰 밴시"
243,1018,400103,1158,373,-1308,-90,0,"지뷰 밴시"
246,1018,400103,1338,373,-1368,-90,0,"지뷰 밴시"
247,1018,400103,1431,373,-1278,-90,0,"지뷰 밴시"
251,1018,400103,1553,373,-1327,-90,0,"지뷰 밴시"
253,1018,400103,1635,373,-1205,-90,0,"지뷰 밴시"
254,1018,400103,1835,373,-1386,-90,0,"지뷰 밴시"
255,1018,400103,1762,373,-1219,-90,0,"지뷰 밴시"
256,1018,400103,830,373,-1571,-90,0,"지뷰 밴시"
257,1018,400103,928,373,-1692,-90,0,"지뷰 밴시"
259,1018,400103,832,373,-1796,-90,0,"지뷰 밴시"
260,1018,400103,1002,373,-1793,-90,0,"지뷰 밴시"
261,1019,400781,477,372,-2146,-90,0,"다크슬라임"
264,1019,400781,422,372,-2263,-90,0,"다크슬라임"
266,1019,400781,299,373,-2385,-90,0,"다크슬라임"
268,1019,400781,178,383,-2494,-90,0,"다크슬라임"
269,1019,400781,115,401,-2492,-90,0,"다크슬라임"
270,1019,400781,93,415,-2384,-90,0,"다크슬라임"
271,1019,400781,177,385,-2385,-90,0,"다크슬라임"
273,1019,400781,-16,430,-2547,-90,0,"다크슬라임"
276,1019,400781,-26,433,-2425,-90,0,"다크슬라임"
278,1019,400781,-53,450,-2300,-90,0,"다크슬라임"
280,1019,400781,75,435,-2189,-90,0,"다크슬라임"
281,1019,400781,224,413,-2222,-90,0,"다크슬라임"
282,1019,400781,337,392,-2186,-90,0,"다크슬라임"
283,1019,400781,309,451,-2063,-90,0,"다크슬라임"
284,1019,400781,-18,491,-2113,-90,0,"다크슬라임"
286,1019,400781,73,491,-1947,-90,0,"다크슬라임"
287,1019,400781,-128,450,-2416,-90,0,"다크슬라임"
288,1019,400781,-309,461,-2454,-90,0,"다크슬라임"
289,1019,400781,-410,518,-2429,-90,0,"다크슬라임"
291,1019,400781,-568,573,-2474,-90,0,"다크슬라임"
292,1019,400781,-724,574,-2443,-90,0,"다크슬라임"
294,1019,400781,-864,574,-2410,-90,0,"다크슬라임"
295,1019,400781,-995,574,-2411,-90,0,"다크슬라임"
297,1019,400781,-1132,574,-2260,-90,0,"다크슬라임"
298,1019,400781,-1133,574,-2114,-90,0,"다크슬라임"
299,1010,20041,1465,373,-2014,-90,0,""
300,1010,20041,1441,373,-2109,-90,0,""
301,1010,20041,1383,373,-2194,-90,0,""
302,1010,20041,1362,373,-2251,-90,0,""
303,1010,20041,1325,373,-2315,-90,0,""
304,1010,20041,1343,373,-2402,-90,0,""
305,1010,20041,1369,373,-2519,-90,0,""
306,1010,20041,1510,373,-2571,-90,0,""
307,1010,20041,1657,373,-2585,-90,0,""
308,1010,20041,1542,373,-2509,-90,0,""
309,1010,20041,1228,373,-2387,-90,0,""
310,1010,20041,1106,373,-2317,-90,0,""
311,1010,20041,1110,373,-2186,-90,0,""
312,1010,20041,1167,373,-2064,-90,0,""
313,1010,20041,1289,373,-2060,-90,0,""
314,1010,20041,1327,373,-1969,-90,0,""
315,1010,20041,1070,373,-2719,-90,0,""
316,1010,20041,1030,373,-2669,-90,0,""
318,1010,20041,861,373,-2600,-90,0,""
319,1010,20041,807,373,-2484,-90,0,""
320,1010,20041,904,373,-2444,-90,0,""
321,1010,20041,841,373,-2364,-90,0,""
322,1010,20041,792,373,-2274,-90,0,""
323,1020,400103,-1115,586,-1957,-90,0,"지뷰 밴시"
324,1020,400103,-1040,595,-1914,-90,0,"지뷰 밴시"
325,1020,400103,-1170,595,-1859,-90,0,"지뷰 밴시"
326,1020,400103,-1247,587,-1947,-90,0,"지뷰 밴시"
327,1020,400103,-1085,595,-1812,-90,0,"지뷰 밴시"
328,1020,400103,-993,595,-1723,-90,0,"지뷰 밴시"
329,1020,400103,-933,595,-1698,-90,0,"지뷰 밴시"
330,1020,400103,-963,595,-1572,-90,0,"지뷰 밴시"
331,1020,400103,-994,595,-1625,-90,0,"지뷰 밴시"
332,1020,400103,-1305,595,-1796,-90,0,"지뷰 밴시"
333,1020,400103,-1298,595,-1077,-90,0,"지뷰 밴시"
334,1020,400103,-1099,595,-1166,-90,0,"지뷰 밴시"
335,1020,400103,-1221,595,-1134,-90,0,"지뷰 밴시"
336,1020,400103,-1393,595,-1101,-90,0,"지뷰 밴시"
337,1020,400103,-1407,595,-962,-90,0,"지뷰 밴시"
338,1020,400103,-1212,581,-1020,-90,0,"지뷰 밴시"
339,1020,400103,-1127,531,-931,-90,0,"지뷰 밴시"
340,1020,400103,-974,500,-872,-90,0,"지뷰 밴시"
341,1020,400103,-942,500,-729,-90,0,"지뷰 밴시"
342,1020,400103,-980,500,-577,-90,0,"지뷰 밴시"
343,1020,400103,-1111,500,-591,-90,0,"지뷰 밴시"
344,1020,400103,-1012,500,-660,-90,0,"지뷰 밴시"
345,1020,400103,-1012,500,-763,-90,0,"지뷰 밴시"
346,1020,400103,-1250,594,-1014,-90,0,"지뷰 밴시"
347,1020,400103,-1039,500,-820,-90,0,"지뷰 밴시"
348,1020,400103,-1366,595,-787,-90,0,"지뷰 밴시"
349,1020,400103,-1502,595,-799,-90,0,"지뷰 밴시"
350,1020,400103,-1683,595,-456,-90,0,"지뷰 밴시"
351,1020,400103,-1716,595,-271,-90,0,"지뷰 밴시"
352,1020,400103,-1699,595,-110,-90,0,"지뷰 밴시"
353,1555,400103,-2173,615,1087,-90,0,"지뷰 밴시"
354,1556,400103,-2236,639,1065,-90,0,"지뷰 밴시"
366,1557,20135,-1782,595,502,-90,0,"예지의 부엉이"
369,1561,48003,-1844,595,797,-90,30,"부엉이 조각상"
371,10002,400564,1823,426,-185,0,0,"지뷰 사크몰리"
372,10003,400304,1812,426,-211,0,0,"루다스 푸라기"
373,10004,400323,1841,426,-224,0,0,"지뷰 지그리"
375,10005,400344,1854,426,-191,0,0,"루다스 피셔맨"
376,10006,400344,580,527,723,0,0,"루다스 피셔맨"
377,10006,400344,659,527,1266,0,0,"루다스 피셔맨"
378,10006,400344,999,429,1321,0,0,"루다스 피셔맨"
379,10006,400344,1374,429,1371,0,0,"루다스 피셔맨"
380,10006,400344,1943,429,1278,0,0,"루다스 피셔맨"
381,10006,400344,2183,425,791,0,0,"루다스 피셔맨"
382,10006,400344,1414,524,-163,0,0,"루다스 피셔맨"
383,10006,400344,885,524,-706,0,0,"루다스 피셔맨"
384,10006,400344,874,373,-1395,0,0,"루다스 피셔맨"
385,10006,400344,1635,373,-1294,0,0,"루다스 피셔맨"
386,10006,400344,907,373,-1829,0,0,"루다스 피셔맨"
387,10006,400344,140,419,-2301,0,0,"루다스 피셔맨"
388,10006,400344,-325,470,-2410,0,0,"루다스 피셔맨"
389,10006,400344,-964,574,-2386,0,0,"루다스 피셔맨"
390,10006,400344,-1125,595,-1609,0,0,"루다스 피셔맨"
391,10006,400344,-1869,595,809,0,0,"루다스 피셔맨"
392,10006,400344,-1059,500,-291,0,0,"루다스 피셔맨"
393,10006,400344,-952,500,-841,0,0,"루다스 피셔맨"
394,10006,400344,-1402,595,-991,0,0,"루다스 피셔맨"
395,10006,400344,-1171,595,-1204,0,0,"루다스 피셔맨"
396,10006,400344,162,576,-837,0,0,"루다스 피셔맨"
397,10006,400344,-1307,595,-1459,0,0,"루다스 피셔맨"
398,10006,400344,-1716,595,-317,0,0,"루다스 피셔맨"
399,1016,0,834,418,-1188,0,0,""
400,1016,0,706,373,-1416,0,0,""
401,1016,0,899,373,-1704,0,0,""
402,1016,0,919,373,-1356,0,0,""
403,1016,0,1300,373,-1337,0,0,""
404,1016,0,1051,373,-1263,0,0,""
405,1016,0,1057,373,-1471,0,0,""
406,1016,0,835,373,-1539,0,0,""
407,1016,0,1243,373,-1224,0,0,""
408,1016,0,1174,373,-1378,0,0,""
409,1018,0,1829,373,-1085,0,0,""
410,1019,0,132,413,-2274,0,0,""
411,1019,0,200,480,-2083,0,0,""
