ClassID,Circle_1,Circle_2,Circle_3,Circle_4,Circle_5,Circle_6,Circle_7,Circle_8
76,893.406616,1089.705933,1213.612549,1291.406250,1345.833374,1384.222778,1411.829956,17.700455
77,896.703308,1098.382324,1225.549683,1305.390625,1361.250000,1400.649658,1428.983398,17.670197
78,899.780212,1106.911743,1237.382202,1319.296875,1376.607178,1417.030151,1446.099854,17.639940
79,902.637390,1115.294067,1249.109985,1333.125000,1391.904785,1433.364258,1463.179321,17.609682
80,905.274719,1123.529419,1260.733032,1346.875000,1407.142822,1449.651978,1480.221802,17.579426
81,907.692322,1131.617676,1272.251343,1360.546875,1422.321411,1465.893311,1497.227417,17.549168
82,909.890137,1139.558838,1283.664917,1374.140625,1437.440430,1482.088135,1514.195923,17.518911
83,911.868103,1147.352905,1294.973877,1387.656250,1452.500000,1498.236694,1531.127563,17.488653
84,913.626404,1155,1306.177979,1401.093750,1467.500000,1514.338745,1548.022217,17.458397
85,915.164856,1162.500000,1317.277466,1414.453125,1482.440430,1530.394409,1564.879883,17.428139
86,916.483521,1169.852905,1328.272217,1427.734375,1497.321411,1546.403687,1581.700562,17.397882
87,917.582397,1177.058838,1339.162354,1440.937500,1512.142822,1562.366577,1598.484253,17.367624
88,918.461548,1184.117676,1349.947632,1454.062500,1526.904785,1578.283081,1615.231079,17.337368
89,919.120850,1191.029419,1360.628296,1467.109375,1541.607178,1594.153076,1631.940796,17.307110
90,919.560425,1197.794067,1371.204224,1480.078125,1556.250000,1609.976807,1648.613647,17.276854
91,919.780212,1204.411743,1381.675415,1492.968750,1570.833374,1625.754028,1665.249512,17.246595
92,919.780212,1210.882324,1392.041870,1505.781250,1585.357178,1641.484863,1681.848389,17.216339
93,919.780212,1217.205933,1402.303711,1518.515625,1599.821411,1657.169434,1698.410400,17.186081
94,919.780212,1223.382324,1412.460693,1531.171875,1614.226196,1672.807373,1714.935303,17.155825
95,919.780212,1229.411743,1422.513062,1543.750000,1628.571411,1688.399048,1731.423340,17.125566
96,919.780212,1235.294067,1432.460693,1556.250000,1642.857178,1703.944336,1747.874268,17.095310
97,919.780212,1241.029419,1442.303711,1568.671875,1657.083374,1719.443115,1764.288330,17.065052
98,919.780212,1246.617676,1452.041870,1581.015625,1671.250000,1734.895630,1780.665405,17.034796
99,919.780212,1252.058838,1461.675415,1593.281250,1685.357178,1750.301636,1797.005493,17.004539
100,919.780212,1257.352905,1471.204224,1605.468750,1699.404785,1765.661255,1813.308716,16.974281
101,919.780212,1262.500000,1480.628296,1617.578125,1713.392822,1780.974487,1829.574829,16.944025
102,919.780212,1267.500000,1489.947632,1629.609375,1727.321411,1796.241333,1845.804077,16.913767
103,919.780212,1272.352905,1499.162354,1641.562500,1741.190430,1811.461670,1861.996338,16.883511
104,919.780212,1277.058838,1508.272217,1653.437500,1755,1826.635742,1878.151611,16.853252
105,919.780212,1281.617676,1517.277466,1665.234375,1768.750000,1841.763306,1894.269897,16.822996
106,919.780212,1286.029419,1526.177979,1676.953125,1782.440430,1856.844604,1910.351196,16.792738
107,919.780212,1290.294067,1534.973877,1688.593750,1796.071411,1871.879395,1926.395508,16.762482
108,919.780212,1294.411743,1543.664917,1700.156250,1809.642822,1886.867798,1942.402954,16.732224
109,919.780212,1298.382324,1552.251343,1711.640625,1823.154785,1901.809692,1958.373413,16.701967
110,919.780212,1302.205933,1560.733032,1723.046875,1836.607178,1916.705322,1974.306885,16.671709
111,919.780212,1305.882324,1569.109985,1734.375000,1850,1931.554565,1990.203369,16.641453
112,919.780212,1309.411743,1577.382202,1745.625000,1863.333374,1946.357300,2006.062866,16.611195
113,919.780212,1312.794067,1585.549683,1756.796875,1876.607178,1961.113647,2021.885376,16.580938
114,919.780212,1316.029419,1593.612549,1767.890625,1889.821411,1975.823608,2037.671021,16.550680
115,919.780212,1319.117676,1601.570679,1778.906250,1902.976196,1990.487183,2053.419678,16.520424
116,919.780212,1322.058838,1609.424072,1789.843750,1916.071411,2005.104370,2069.131348,16.490166
117,919.780212,1324.852905,1617.172729,1800.703125,1929.107178,2019.675171,2084.805908,16.459909
118,919.780212,1327.500000,1624.816772,1811.484375,1942.083374,2034.199585,2100.443604,16.429651
119,919.780212,1330,1632.356079,1822.187500,1955,2048.677490,2116.044434,16.399395
120,919.780212,1332.352905,1639.790527,1832.812500,1967.857178,2063.109131,2131.608154,16.369137
121,919.780212,1334.558838,1647.120361,1843.359375,1980.654785,2077.494141,2147.135010,16.338881
122,919.780212,1336.617676,1654.345581,1853.828125,1993.392822,2091.833008,2162.624756,16.308622
123,919.780212,1338.529419,1661.465942,1864.218750,2006.071411,2106.125244,2178.077637,16.278366
124,919.780212,1340.294067,1668.481689,1874.531250,2018.690430,2120.371338,2193.493652,16.248110
125,919.780212,1341.911743,1675.392700,1884.765625,2031.250000,2134.570801,2208.872559,16.217852
126,919.780212,1343.382324,1682.198975,1894.921875,2043.750000,2148.723877,2224.214355,16.187595
127,919.780212,1344.705933,1688.900513,1905,2056.190430,2162.830566,2239.519287,16.157337
128,919.780212,1345.882324,1695.497437,1915,2068.571533,2176.890869,2254.787354,16.127081
129,919.780212,1346.911743,1701.989502,1924.921875,2080.892822,2190.904785,2270.018555,16.096823
130,919.780212,1347.794067,1708.376953,1934.765625,2093.154785,2204.872314,2285.212646,16.066566
131,919.780212,1348.529419,1714.659668,1944.531250,2105.357178,2218.793457,2300.369629,16.036308
132,919.780212,1349.117676,1720.837646,1954.218750,2117.500000,2232.668213,2315.489746,16.006052
133,919.780212,1349.558838,1726.911011,1963.828125,2129.583252,2246.496582,2330.572998,15.975794
134,919.780212,1349.852905,1732.879639,1973.359375,2141.607178,2260.278320,2345.619141,15.945537
135,919.780212,1350,1738.743408,1982.812500,2153.571533,2274.013916,2360.628418,15.915280
136,919.780212,1350,1744.502563,1992.187500,2165.476074,2287.703125,2375.600830,15.885023
137,919.780212,1350,1750.157104,2001.484375,2177.321533,2301.345703,2390.536133,15.854766
138,919.780212,1350,1755.706787,2010.703125,2189.107178,2314.941895,2405.434326,15.824509
139,919.780212,1350,1761.151855,2019.843750,2200.833252,2328.491943,2420.295654,15.794251
140,919.780212,1350,1766.492188,2028.906250,2212.500000,2341.995361,2435.120117,15.763994
141,919.780212,1350,1771.727783,2037.890625,2224.107178,2355.452393,2449.907471,15.733737
142,919.780212,1350,1776.858643,2046.796875,2235.654785,2368.863037,2464.657959,15.703480
143,919.780212,1350,1781.884766,2055.625000,2247.142822,2382.227295,2479.371582,15.673223
144,919.780212,1350,1786.806274,2064.375000,2258.571533,2395.545166,2494.048096,15.642965
145,919.780212,1350,1791.623047,2073.046875,2269.940430,2408.816650,2508.687500,15.612708
146,919.780212,1350,1796.335083,2081.640625,2281.250000,2422.041748,2523.290283,15.582451
147,919.780212,1350,1800.942383,2090.156250,2292.500000,2435.220459,2537.855713,15.552194
148,919.780212,1350,1805.445068,2098.593750,2303.690430,2448.352783,2552.384521,15.521936
149,919.780212,1350,1809.842896,2106.953125,2314.821533,2461.438477,2566.876221,15.491679
150,919.780212,1350,1814.136108,2115.234375,2325.892822,2474.478027,2581.330811,15.461422
151,919.780212,1350,1818.324585,2123.437500,2336.904785,2487.470947,2595.748535,15.431165
152,919.780212,1350,1822.408325,2131.562500,2347.857178,2500.417725,2610.129395,15.400908
153,919.780212,1350,1826.387451,2139.609375,2358.750000,2513.317871,2624.473145,15.370650
154,919.780212,1350,1830.261841,2147.578125,2369.583252,2526.171631,2638.780029,15.340393
155,919.780212,1350,1834.031372,2155.468750,2380.357178,2538.979004,2653.049805,15.310136
156,919.780212,1350,1837.696289,2163.281250,2391.071533,2551.740234,2667.282715,15.279879
157,919.780212,1350,1841.256592,2171.015625,2401.726074,2564.454834,2681.478760,15.249621
158,919.780212,1350,1844.712036,2178.671875,2412.321533,2577.123047,2695.637695,15.219364
159,919.780212,1350,1848.062866,2186.250000,2422.857178,2589.744873,2709.759766,15.189107
160,919.780212,1350,1851.308960,2193.750000,2433.333252,2602.320068,2723.844727,15.158851
161,919.780212,1350,1854.450317,2201.171875,2443.750000,2614.849121,2737.892822,15.128593
162,919.780212,1350,1857.486938,2208.515625,2454.107178,2627.331787,2751.903809,15.098336
163,919.780212,1350,1860.418823,2215.781250,2464.404785,2639.768066,2765.877930,15.068079
164,919.780212,1350,1863.246094,2222.968750,2474.642822,2652.157715,2779.815186,15.037822
165,919.780212,1350,1865.968628,2230.078125,2484.821533,2664.501221,2793.715332,15.007565
166,919.780212,1350,1868.586426,2237.109375,2494.940430,2676.798096,2807.578613,14.977307
167,919.780212,1350,1871.099487,2244.062500,2505,2689.048828,2821.404785,14.947050
168,919.780212,1350,1873.507813,2250.937500,2515,2701.252930,2835.194092,14.916793
169,919.780212,1350,1875.811523,2257.734375,2524.940430,2713.410645,2848.946289,14.886536
170,919.780212,1350,1878.010498,2264.453125,2534.821533,2725.521973,2862.661621,14.856278
171,919.780212,1350,1880.104736,2271.093750,2544.642822,2737.586914,2876.340088,14.826021
172,919.780212,1350,1882.094238,2277.656250,2554.404785,2749.605469,2889.981445,14.795764
173,919.780212,1350,1883.979004,2284.140625,2564.107178,2761.577637,2903.585938,14.765507
174,919.780212,1350,1885.759155,2290.546875,2573.750000,2773.503418,2917.153320,14.735250
175,919.780212,1350,1887.434570,2296.875000,2583.333252,2785.382813,2930.683838,14.704992
176,919.780212,1350,1889.005249,2303.125000,2592.857178,2797.215820,2944.177490,14.674735
177,919.780212,1350,1890.471191,2309.296875,2602.321533,2809.002441,2957.634033,14.644478
178,919.780212,1350,1891.832520,2315.390625,2611.726074,2820.742432,2971.053711,14.614221
179,919.780212,1350,1893.088989,2321.406250,2621.071533,2832.436279,2984.436279,14.583963
180,919.780212,1350,1894.240845,2327.343750,2630.357178,2844.083496,2997.781982,14.553706
181,919.780212,1350,1895.287964,2333.203125,2639.583252,2855.684570,3011.090576,14.523449
182,919.780212,1350,1896.230347,2338.984375,2648.750000,2867.239014,3024.362305,14.493192
183,919.780212,1350,1897.068115,2344.687500,2657.857178,2878.747070,3037.596924,14.462934
184,919.780212,1350,1897.801025,2350.312500,2666.904785,2890.208740,3050.794922,14.432678
185,919.780212,1350,1898.429321,2355.859375,2675.892822,2901.624023,3063.955566,14.402421
186,919.780212,1350,1898.952881,2361.328125,2684.821533,2912.992920,3077.079590,14.372164
187,919.780212,1350,1899.371704,2366.718750,2693.690430,2924.315430,3090.166260,14.341907
188,919.780212,1350,1899.685913,2372.031250,2702.500000,2935.591553,3103.216309,14.311649
189,919.780212,1350,1899.895264,2377.265625,2711.250000,2946.821289,3116.229248,14.281392
190,919.780212,1350,1900,2382.421875,2719.940430,2958.004639,3129.205078,14.251135
191,919.780212,1350,1900,2387.500000,2728.571533,2969.141602,3142.144287,14.220878
192,919.780212,1350,1900,2392.500000,2737.142822,2980.231934,3155.046143,14.190620
193,919.780212,1350,1900,2397.421875,2745.654785,2991.276123,3167.911377,14.160363
194,919.780212,1350,1900,2402.265625,2754.107178,3002.273682,3180.739258,14.130106
195,919.780212,1350,1900,2407.031250,2762.500000,3013.225098,3193.530518,14.099849
196,919.780212,1350,1900,2411.718750,2770.833252,3024.129883,3206.284668,14.069592
197,919.780212,1350,1900,2416.328125,2779.107178,3034.988281,3219.001953,14.039334
198,919.780212,1350,1900,2420.859375,2787.321533,3045.800537,3231.682129,14.009077
199,919.780212,1350,1900,2425.312500,2795.476074,3056.566162,3244.325439,13.978820
200,919.780212,1350,1900,2429.687500,2803.571533,3067.285400,3256.931641,13.948563
201,919.780212,1350,1900,2433.984375,2811.607178,3077.958252,3269.500977,13.918305
202,919.780212,1350,1900,2438.203125,2819.583252,3088.584717,3282.033203,13.888048
203,919.780212,1350,1900,2442.343750,2827.500000,3099.164795,3294.528564,13.857791
204,919.780212,1350,1900,2446.406250,2835.357178,3109.698486,3306.987061,13.827534
205,919.780212,1350,1900,2450.390625,2843.154785,3120.185547,3319.408447,13.797276
206,919.780212,1350,1900,2454.296875,2850.892822,3130.626465,3331.792969,13.767019
207,919.780212,1350,1900,2458.125000,2858.571533,3141.020996,3344.140381,13.736762
208,919.780212,1350,1900,2461.875000,2866.190430,3151.368896,3356.450928,13.706505
209,919.780212,1350,1900,2465.546875,2873.750000,3161.670654,3368.724609,13.676249
210,919.780212,1350,1900,2469.140625,2881.250000,3171.925781,3380.961182,13.645991
211,919.780212,1350,1900,2472.656250,2888.690430,3182.134521,3393.160889,13.615734
212,919.780212,1350,1900,2476.093750,2896.071533,3192.296875,3405.323486,13.585477
213,919.780212,1350,1900,2479.453125,2903.392822,3202.413086,3417.449219,13.555220
214,919.780212,1350,1900,2482.734375,2910.654785,3212.482666,3429.537842,13.524962
215,919.780212,1350,1900,2485.937500,2917.857178,3222.505859,3441.589600,13.494705
216,919.780212,1350,1900,2489.062500,2925,3232.482666,3453.604492,13.464448
217,919.780212,1350,1900,2492.109375,2932.083252,3242.413086,3465.582275,13.434191
218,919.780212,1350,1900,2495.078125,2939.107178,3252.296875,3477.523193,13.403934
219,919.780212,1350,1900,2497.968750,2946.071533,3262.134521,3489.427002,13.373676
220,919.780212,1350,1900,2500.781250,2952.976074,3271.925781,3501.293945,13.343419
221,919.780212,1350,1900,2503.515625,2959.821533,3281.670654,3513.123779,13.313162
222,919.780212,1350,1900,2506.171875,2966.607178,3291.368896,3524.916748,13.282905
223,919.780212,1350,1900,2508.750000,2973.333252,3301.020996,3536.672852,13.252647
224,919.780212,1350,1900,2511.250000,2980,3310.626465,3548.391846,13.222390
225,919.780212,1350,1900,2513.671875,2986.607178,3320.185547,3560.073975,13.192133
226,919.780212,1350,1900,2516.015625,2993.154785,3329.698486,3571.718994,13.161876
227,919.780212,1350,1900,2518.281250,2999.642822,3339.164795,3583.327148,13.131618
228,919.780212,1350,1900,2520.468750,3006.071533,3348.584717,3594.898438,13.101361
229,919.780212,1350,1900,2522.578125,3012.440430,3357.958252,3606.432617,13.071104
230,919.780212,1350,1900,2524.609375,3018.750000,3367.285400,3617.929688,13.040847
231,919.780212,1350,1900,2526.562500,3025,3376.566162,3629.390137,13.010590
232,919.780212,1350,1900,2528.437500,3031.190430,3385.800537,3640.813232,12.980332
233,919.780212,1350,1900,2530.234375,3037.321533,3394.988281,3652.199707,12.950076
234,919.780212,1350,1900,2531.953125,3043.392822,3404.129883,3663.549072,12.919819
235,919.780212,1350,1900,2533.593750,3049.404785,3413.225098,3674.861328,12.889562
236,919.780212,1350,1900,2535.156250,3055.357178,3422.273682,3686.136719,12.859304
237,919.780212,1350,1900,2536.640625,3061.250000,3431.276123,3697.375244,12.829047
238,919.780212,1350,1900,2538.046875,3067.083252,3440.231934,3708.576660,12.798790
239,919.780212,1350,1900,2539.375000,3072.857178,3449.141602,3719.741211,12.768533
240,919.780212,1350,1900,2540.625000,3078.571533,3458.004639,3730.868652,12.738276
241,919.780212,1350,1900,2541.796875,3084.226074,3466.821289,3741.959229,12.708018
242,919.780212,1350,1900,2542.890625,3089.821533,3475.591553,3753.012939,12.677761
243,919.780212,1350,1900,2543.906250,3095.357178,3484.315430,3764.029541,12.647504
244,919.780212,1350,1900,2544.843750,3100.833252,3492.992920,3775.009277,12.617247
245,919.780212,1350,1900,2545.703125,3106.250000,3501.624023,3785.951904,12.586989
246,919.780212,1350,1900,2546.484375,3111.607178,3510.208740,3796.857666,12.556732
247,919.780212,1350,1900,2547.187500,3116.904785,3518.747070,3807.726318,12.526475
248,919.780212,1350,1900,2547.812500,3122.142822,3527.239014,3818.558105,12.496218
249,919.780212,1350,1900,2548.359375,3127.321533,3535.684570,3829.353027,12.465961
250,919.780212,1350,1900,2548.828125,3132.440430,3544.083496,3840.110840,12.435703
251,919.780212,1350,1900,2549.218750,3137.500000,3552.436279,3850.831787,12.405446
252,919.780212,1350,1900,2549.531250,3142.500000,3560.742432,3861.515625,12.375189
253,919.780212,1350,1900,2549.765625,3147.440430,3569.002441,3872.162598,12.344932
254,919.780212,1350,1900,2549.921875,3152.321533,3577.215820,3882.772705,12.314674
255,919.780212,1350,1900,2550,3157.142822,3585.382813,3893.345703,12.284417
256,919.780212,1350,1900,2550,3161.904785,3593.503418,3903.881592,12.254160
257,919.780212,1350,1900,2550,3166.607178,3601.577637,3914.380859,12.223903
258,919.780212,1350,1900,2550,3171.250000,3609.605469,3924.842773,12.193646
259,919.780212,1350,1900,2550,3175.833252,3617.586914,3935.268066,12.163389
260,919.780212,1350,1900,2550,3180.357178,3625.521973,3945.656250,12.133132
261,919.780212,1350,1900,2550,3184.821533,3633.410645,3956.007324,12.102875
262,919.780212,1350,1900,2550,3189.226074,3641.252930,3966.321533,12.072618
263,919.780212,1350,1900,2550,3193.571533,3649.048828,3976.598877,12.042360
264,919.780212,1350,1900,2550,3197.857178,3656.798096,3986.839111,12.012103
265,919.780212,1350,1900,2550,3202.083252,3664.501221,3997.042480,11.981846
266,919.780212,1350,1900,2550,3206.250000,3672.157715,4007.208984,11.951589
267,919.780212,1350,1900,2550,3210.357178,3679.768066,4017.338379,11.921331
268,919.780212,1350,1900,2550,3214.404785,3687.331787,4027.430664,11.891074
269,919.780212,1350,1900,2550,3218.392822,3694.849121,4037.486084,11.860817
270,919.780212,1350,1900,2550,3222.321533,3702.320068,4047.504639,11.830560
271,919.780212,1350,1900,2550,3226.190430,3709.744873,4057.486084,11.800303
272,919.780212,1350,1900,2550,3230,3717.123047,4067.430664,11.770045
273,919.780212,1350,1900,2550,3233.750000,3724.454834,4077.338379,11.739788
274,919.780212,1350,1900,2550,3237.440430,3731.740234,4087.208984,11.709531
275,919.780212,1350,1900,2550,3241.071533,3738.979004,4097.042480,11.679274
276,919.780212,1350,1900,2550,3244.642822,3746.171631,4106.839355,11.649016
277,919.780212,1350,1900,2550,3248.154785,3753.317871,4116.599121,11.618759
278,919.780212,1350,1900,2550,3251.607178,3760.417725,4126.321777,11.588502
279,919.780212,1350,1900,2550,3255,3767.470947,4136.007324,11.558245
280,919.780212,1350,1900,2550,3258.333252,3774.478027,4145.656250,11.527987
281,919.780212,1350,1900,2550,3261.607178,3781.438477,4155.268066,11.497730
282,919.780212,1350,1900,2550,3264.821533,3788.352783,4164.842773,11.467474
283,919.780212,1350,1900,2550,3267.976074,3795.220459,4174.380859,11.437217
284,919.780212,1350,1900,2550,3271.071533,3802.041748,4183.881836,11.406960
285,919.780212,1350,1900,2550,3274.107178,3808.816650,4193.345703,11.376702
286,919.780212,1350,1900,2550,3277.083252,3815.545166,4202.772461,11.346445
287,919.780212,1350,1900,2550,3280,3822.227295,4212.162598,11.316188
288,919.780212,1350,1900,2550,3282.857178,3828.863037,4221.515625,11.285931
289,919.780212,1350,1900,2550,3285.654785,3835.452393,4230.832031,11.255673
290,919.780212,1350,1900,2550,3288.392822,3841.995361,4240.110840,11.225416
291,919.780212,1350,1900,2550,3291.071533,3848.491943,4249.353027,11.195159
292,919.780212,1350,1900,2550,3293.690430,3854.941895,4258.558105,11.164902
293,919.780212,1350,1900,2550,3296.250000,3861.345703,4267.726563,11.134645
294,919.780212,1350,1900,2550,3298.750000,3867.703125,4276.857910,11.104387
295,919.780212,1350,1900,2550,3301.190430,3874.013916,4285.952148,11.074130
296,919.780212,1350,1900,2550,3303.571533,3880.278320,4295.009277,11.043873
297,919.780212,1350,1900,2550,3305.892822,3886.496582,4304.029785,11.013616
298,919.780212,1350,1900,2550,3308.154785,3892.668213,4313.012695,10.983358
299,919.780212,1350,1900,2550,3310.357178,3898.793457,4321.959473,10.953101
300,919.780212,1350,1900,2550,3312.500000,3904.872314,4330.868652,10.922844
301,919.780212,1350,1900,2550,3314.583252,3910.904785,4339.741211,10.892587
302,919.780212,1350,1900,2550,3316.607178,3916.890869,4348.576660,10.862329
303,919.780212,1350,1900,2550,3318.571533,3922.830566,4357.375000,10.832072
304,919.780212,1350,1900,2550,3320.476074,3928.723877,4366.136719,10.801815
305,919.780212,1350,1900,2550,3322.321533,3934.570801,4374.861328,10.771558
306,919.780212,1350,1900,2550,3324.107178,3940.371338,4383.548828,10.741301
307,919.780212,1350,1900,2550,3325.833252,3946.125244,4392.199707,10.711044
308,919.780212,1350,1900,2550,3327.500000,3951.833008,4400.813477,10.680787
309,919.780212,1350,1900,2550,3329.107178,3957.494141,4409.390137,10.650530
310,919.780212,1350,1900,2550,3330.654785,3963.109131,4417.929688,10.620273
311,919.780212,1350,1900,2550,3332.142822,3968.677490,4426.432617,10.590015
312,919.780212,1350,1900,2550,3333.571533,3974.199463,4434.898438,10.559758
313,919.780212,1350,1900,2550,3334.940430,3979.675293,4443.327148,10.529501
314,919.780212,1350,1900,2550,3336.250000,3985.104492,4451.719238,10.499244
315,919.780212,1350,1900,2550,3337.500000,3990.487305,4460.073730,10.468987
316,919.780212,1350,1900,2550,3338.690430,3995.823730,4468.392090,10.438729
317,919.780212,1350,1900,2550,3339.821533,4001.113770,4476.672852,10.408472
318,919.780212,1350,1900,2550,3340.892822,4006.357422,4484.916992,10.378215
319,919.780212,1350,1900,2550,3341.904785,4011.554443,4493.124023,10.347958
320,919.780212,1350,1900,2550,3342.857178,4016.705322,4501.293945,10.317700
321,919.780212,1350,1900,2550,3343.750000,4021.809814,4509.426758,10.287443
322,919.780212,1350,1900,2550,3344.583252,4026.867676,4517.522949,10.257186
