ClassID,DEF_PANTS,DEF_GLOVES,DEF_BOOTS,DEF_LH,DEF_SHIRT
231,108,54,54,81,109
232,108,54,54,81,109
233,109,54,54,82,110
234,109,54,54,82,110
235,110,55,55,82,111
236,110,55,55,83,111
237,111,55,55,83,112
238,112,56,56,84,112
239,112,56,56,84,113
240,113,56,56,84,114
241,113,56,56,85,114
242,114,57,57,85,115
243,114,57,57,86,115
244,115,57,57,86,116
245,115,57,57,86,116
246,116,58,58,87,117
247,116,58,58,87,117
248,117,58,58,88,118
249,117,58,58,88,118
250,118,59,59,88,119
251,118,59,59,89,119
252,119,59,59,89,120
253,120,60,60,90,120
254,120,60,60,90,121
255,121,60,60,90,122
256,121,60,60,91,122
257,122,61,61,91,123
258,122,61,61,92,123
259,123,61,61,92,124
260,123,61,61,92,124
261,124,62,62,93,125
262,124,62,62,93,125
263,125,62,62,94,126
264,125,62,62,94,126
265,126,63,63,94,127
266,126,63,63,95,127
267,127,63,63,95,128
268,128,64,64,96,128
269,128,64,64,96,129
270,129,64,64,96,130
271,129,64,64,97,130
272,130,65,65,97,131
273,130,65,65,98,131
274,131,65,65,98,132
275,131,65,65,98,132
276,132,66,66,99,133
277,132,66,66,99,133
278,133,66,66,100,134
279,133,66,66,100,134
280,134,67,67,100,135
281,134,67,67,101,135
282,135,67,67,101,136
283,136,68,68,102,136
284,136,68,68,102,137
285,137,68,68,102,138
286,137,68,68,103,138
287,138,69,69,103,139
288,138,69,69,104,139
289,139,69,69,104,140
290,139,69,69,104,140
291,140,70,70,105,141
292,140,70,70,105,141
293,141,70,70,106,142
294,141,70,70,106,142
295,142,71,71,106,143
296,142,71,71,107,143
297,143,71,71,107,144
298,144,72,72,108,144
299,144,72,72,108,145
300,145,72,72,108,146
301,145,72,72,109,146
302,146,73,73,109,147
303,146,73,73,110,147
304,147,73,73,110,148
305,147,73,73,110,148
306,148,74,74,111,149
307,148,74,74,111,149
308,149,74,74,112,150
309,149,74,74,112,150
310,150,75,75,112,151
311,150,75,75,113,151
312,151,75,75,113,152
313,152,76,76,114,152
314,152,76,76,114,153
315,153,76,76,114,154
316,153,76,76,115,154
317,154,77,77,115,155
318,154,77,77,116,155
319,155,77,77,116,156
320,155,77,77,116,156
321,156,78,78,117,157
322,156,78,78,117,157
323,157,78,78,118,158
324,157,78,78,118,158
325,158,79,79,118,159
326,158,79,79,119,159
327,159,79,79,119,160
328,160,80,80,120,160
329,160,80,80,120,161
330,161,80,80,120,162
331,161,80,80,121,162
332,162,81,81,121,163
333,162,81,81,122,163
334,163,81,81,122,164
335,163,81,81,122,164
336,164,82,82,123,165
337,164,82,82,123,165
338,165,82,82,124,166
339,165,82,82,124,166
340,166,83,83,124,167
341,166,83,83,125,167
342,167,83,83,125,168
343,168,84,84,126,168
344,168,84,84,126,169
345,169,84,84,126,170
346,169,84,84,127,170
347,170,85,85,127,171
348,170,85,85,128,171
349,171,85,85,128,172
350,171,85,85,128,172
351,172,86,86,129,173
352,172,86,86,129,173
353,173,86,86,130,174
354,173,86,86,130,174
355,174,87,87,130,175
356,174,87,87,131,175
357,175,87,87,131,176
358,176,88,88,132,176
359,176,88,88,132,177
360,177,88,88,132,178
361,177,88,88,133,178
362,178,89,89,133,179
363,178,89,89,134,179
364,179,89,89,134,180
365,179,89,89,134,180
366,180,90,90,135,181
367,180,90,90,135,181
368,181,90,90,136,182
369,181,90,90,136,182
370,182,91,91,136,183
371,182,91,91,137,183
372,183,91,91,137,184
373,184,92,92,138,184
374,184,92,92,138,185
375,185,92,92,138,186
376,185,92,92,139,186
377,186,93,93,139,187
378,186,93,93,140,187
379,187,93,93,140,188
380,187,93,93,140,188
381,188,94,94,141,189
382,188,94,94,141,189
383,189,94,94,142,190
384,189,94,94,142,190
385,190,95,95,142,191
386,190,95,95,143,191
387,191,95,95,143,192
388,192,96,96,144,192
389,192,96,96,144,193
390,193,96,96,144,194
391,193,96,96,145,194
392,194,97,97,145,195
393,194,97,97,146,195
394,195,97,97,146,196
395,195,97,97,146,196
396,196,98,98,147,197
397,196,98,98,147,197
398,197,98,98,148,198
399,197,98,98,148,198
400,198,99,99,148,199
401,198,99,99,149,199
402,199,99,99,149,200
403,200,100,100,150,200
404,200,100,100,150,201
405,201,100,100,150,202
406,201,100,100,151,202
407,202,101,101,151,203
408,202,101,101,152,203
409,203,101,101,152,204
410,203,101,101,152,204
411,204,102,102,153,205
412,204,102,102,153,205
413,205,102,102,154,206
414,205,102,102,154,206
415,206,103,103,154,207
416,206,103,103,155,207
417,207,103,103,155,208
418,208,104,104,156,208
419,208,104,104,156,209
420,209,104,104,156,210
421,209,104,104,157,210
422,210,105,105,157,211
423,210,105,105,158,211
424,211,105,105,158,212
425,211,105,105,158,212
426,212,106,106,159,213
427,212,106,106,159,213
428,213,106,106,160,214
429,213,106,106,160,214
430,214,107,107,160,215
431,214,107,107,161,215
432,215,107,107,161,216
433,216,108,108,162,216
434,216,108,108,162,217
435,217,108,108,162,218
436,217,108,108,163,218
437,218,109,109,163,219
438,218,109,109,164,219
439,219,109,109,164,220
440,219,109,109,164,220
441,220,110,110,165,221
442,220,110,110,165,221
443,221,110,110,166,222
444,221,110,110,166,222
445,222,111,111,166,223
446,222,111,111,167,223
447,223,111,111,167,224
448,224,112,112,168,224
449,224,112,112,168,225
450,225,112,112,168,226
451,225,112,112,169,226
452,226,113,113,169,227
453,226,113,113,170,227
454,227,113,113,170,228
455,227,113,113,170,228
456,228,114,114,171,229
457,228,114,114,171,229
458,229,114,114,172,230
459,229,114,114,172,230
460,230,115,115,172,231
461,230,115,115,173,231
462,231,115,115,173,232
463,232,116,116,174,232
464,232,116,116,174,233
465,233,116,116,174,234
466,233,116,116,175,234
467,234,117,117,175,235
468,234,117,117,176,235
469,235,117,117,176,236
470,235,117,117,176,236
471,236,118,118,177,237
472,236,118,118,177,237
473,237,118,118,178,238
474,237,118,118,178,238
475,238,119,119,178,239
476,238,119,119,179,239
477,239,119,119,179,240
478,240,120,120,180,240
479,240,120,120,180,241
480,241,120,120,180,242
481,241,120,120,181,242
482,242,121,121,181,243
483,242,121,121,182,243
484,243,121,121,182,244
485,243,121,121,182,244
486,244,122,122,183,245
487,244,122,122,183,245
488,245,122,122,184,246
489,245,122,122,184,246
490,246,123,123,184,247
491,246,123,123,185,247
492,247,123,123,185,248
493,248,124,124,186,248
494,248,124,124,186,249
495,249,124,124,186,250
496,249,124,124,187,250
497,250,125,125,187,251
498,250,125,125,188,251
499,251,125,125,188,252
500,251,125,125,188,252
501,252,126,126,189,253
502,252,126,126,189,253
503,253,126,126,190,254
504,253,126,126,190,254
505,254,127,127,190,255
506,254,127,127,191,255
507,255,127,127,191,256
508,256,128,128,192,256
509,256,128,128,192,257
510,257,128,128,192,258
511,257,128,128,193,258
512,258,129,129,193,259
513,258,129,129,194,259
514,259,129,129,194,260
515,259,129,129,194,260
516,260,130,130,195,261
517,260,130,130,195,261
518,261,130,130,196,262
519,261,130,130,196,262
520,262,131,131,196,263
521,262,131,131,197,263
522,263,131,131,197,264
523,264,132,132,198,264
524,264,132,132,198,265
525,265,132,132,198,266
526,265,132,132,199,266
527,266,133,133,199,267
528,266,133,133,200,267
529,267,133,133,200,268
530,267,133,133,200,268
531,268,134,134,201,269
532,268,134,134,201,269
533,269,134,134,202,270
534,269,134,134,202,270
535,270,135,135,202,271
536,270,135,135,203,271
537,271,135,135,203,272
538,272,136,136,204,272
539,272,136,136,204,273
540,273,136,136,204,274
541,273,136,136,205,274
542,274,137,137,205,275
543,274,137,137,206,275
544,275,137,137,206,276
545,275,137,137,206,276
546,276,138,138,207,277
547,276,138,138,207,277
548,277,138,138,208,278
549,277,138,138,208,278
550,278,139,139,208,279
551,278,139,139,209,279
552,279,139,139,209,280
553,280,140,140,210,280
554,280,140,140,210,281
555,281,140,140,210,282
556,281,140,140,211,282
557,282,141,141,211,283
558,282,141,141,212,283
559,283,141,141,212,284
560,283,141,141,212,284
561,284,142,142,213,285
562,284,142,142,213,285
563,285,142,142,214,286
564,285,142,142,214,286
565,286,143,143,214,287
566,286,143,143,215,287
567,287,143,143,215,288
568,288,144,144,216,288
569,288,144,144,216,289
570,289,144,144,216,290
571,289,144,144,217,290
572,290,145,145,217,291
573,290,145,145,218,291
574,291,145,145,218,292
575,291,145,145,218,292
576,292,146,146,219,293
577,292,146,146,219,293
578,293,146,146,220,294
579,293,146,146,220,294
580,294,147,147,220,295
581,294,147,147,221,295
582,295,147,147,221,296
583,296,148,148,222,296
584,296,148,148,222,297
585,297,148,148,222,298
586,297,148,148,223,298
587,298,149,149,223,299
588,298,149,149,224,299
589,299,149,149,224,300
590,299,149,149,224,300
591,300,150,150,225,301
592,300,150,150,225,301
593,301,150,150,226,302
594,301,150,150,226,302
595,302,151,151,226,303
596,302,151,151,227,303
597,303,151,151,227,304
598,304,152,152,228,304
599,304,152,152,228,305
600,305,152,152,228,306
601,305,152,152,229,306
602,306,153,153,229,307
603,306,153,153,230,307
604,307,153,153,230,308
605,307,153,153,230,308
606,308,154,154,231,309
607,308,154,154,231,309
608,309,154,154,232,310
609,309,154,154,232,310
610,310,155,155,232,311
611,310,155,155,233,311
612,311,155,155,233,312
613,312,156,156,234,312
614,312,156,156,234,313
615,313,156,156,234,314
616,313,156,156,235,314
617,314,157,157,235,315
618,314,157,157,236,315
619,315,157,157,236,316
620,315,157,157,236,316
621,316,158,158,237,317
622,316,158,158,237,317
623,317,158,158,238,318
624,317,158,158,238,318
625,318,159,159,238,319
626,318,159,159,239,319
627,319,159,159,239,320
628,320,160,160,240,320
629,320,160,160,240,321
630,321,160,160,240,322
631,321,160,160,241,322
632,322,161,161,241,323
633,322,161,161,242,323
634,323,161,161,242,324
635,323,161,161,242,324
636,324,162,162,243,325
637,324,162,162,243,325
638,325,162,162,244,326
639,325,162,162,244,326
640,326,163,163,244,327
641,326,163,163,245,327
642,327,163,163,245,328
643,328,164,164,246,328
644,328,164,164,246,329
645,329,164,164,246,330
646,329,164,164,247,330
647,330,165,165,247,331
648,330,165,165,248,331
649,331,165,165,248,332
650,331,165,165,248,332
651,332,166,166,249,333
652,332,166,166,249,333
653,333,166,166,250,334
654,333,166,166,250,334
655,334,167,167,250,335
656,334,167,167,251,335
657,335,167,167,251,336
658,336,168,168,252,336
659,336,168,168,252,337
660,337,168,168,252,338
661,337,168,168,253,338
662,338,169,169,253,339
663,338,169,169,254,339
664,339,169,169,254,340
665,339,169,169,254,340
666,340,170,170,255,341
667,340,170,170,255,341
668,341,170,170,256,342
669,341,170,170,256,342
670,342,171,171,256,343
671,342,171,171,257,343
672,343,171,171,257,344
673,344,172,172,258,344
674,344,172,172,258,345
675,345,172,172,258,346
676,345,172,172,259,346
677,346,173,173,259,347
678,346,173,173,260,347
679,347,173,173,260,348
680,347,173,173,260,348
681,348,174,174,261,349
682,348,174,174,261,349
683,349,174,174,262,350
684,349,174,174,262,350
685,350,175,175,262,351
686,350,175,175,263,351
687,351,175,175,263,352
688,352,176,176,264,352
689,352,176,176,264,353
690,353,176,176,264,354
691,353,176,176,265,354
692,354,177,177,265,355
693,354,177,177,266,355
694,355,177,177,266,356
695,355,177,177,266,356
696,356,178,178,267,357
697,356,178,178,267,357
698,357,178,178,268,358
699,357,178,178,268,358
700,358,179,179,268,359
701,358,179,179,269,359
702,359,179,179,269,360
703,360,180,180,270,360
704,360,180,180,270,361
705,361,180,180,270,362
706,361,180,180,271,362
707,362,181,181,271,363
708,362,181,181,272,363
709,363,181,181,272,364
710,363,181,181,272,364
711,364,182,182,273,365
712,364,182,182,273,365
713,365,182,182,274,366
714,365,182,182,274,366
715,366,183,183,274,367
716,366,183,183,275,367
717,367,183,183,275,368
718,368,184,184,276,368
719,368,184,184,276,369
720,369,184,184,276,370
721,369,184,184,277,370
722,370,185,185,277,371
723,370,185,185,278,371
724,371,185,185,278,372
725,371,185,185,278,372
726,372,186,186,279,373
727,372,186,186,279,373
728,373,186,186,280,374
729,373,186,186,280,374
730,374,187,187,280,375
731,374,187,187,281,375
732,375,187,187,281,376
733,376,188,188,282,376
734,376,188,188,282,377
735,377,188,188,282,378
736,377,188,188,283,378
737,378,189,189,283,379
738,378,189,189,284,379
739,379,189,189,284,380
740,379,189,189,284,380
741,380,190,190,285,381
742,380,190,190,285,381
743,381,190,190,286,382
744,381,190,190,286,382
745,382,191,191,286,383
746,382,191,191,287,383
747,383,191,191,287,384
748,384,192,192,288,384
749,384,192,192,288,385
750,385,192,192,288,386
751,385,192,192,289,386
752,386,193,193,289,387
753,386,193,193,290,387
754,387,193,193,290,388
755,387,193,193,290,388
756,388,194,194,291,389
757,388,194,194,291,389
758,389,194,194,292,390
759,389,194,194,292,390
760,390,195,195,292,391
761,390,195,195,293,391
762,391,195,195,293,392
763,392,196,196,294,392
764,392,196,196,294,393
765,393,196,196,294,394
766,393,196,196,295,394
767,394,197,197,295,395
768,394,197,197,296,395
769,395,197,197,296,396
770,395,197,197,296,396
771,396,198,198,297,397
772,396,198,198,297,397
773,397,198,198,298,398
774,397,198,198,298,398
775,398,199,199,298,399
776,398,199,199,299,399
777,399,199,199,299,400
778,400,200,200,300,400
779,400,200,200,300,401
780,401,200,200,300,402
781,401,200,200,301,402
782,402,201,201,301,403
783,402,201,201,302,403
784,403,201,201,302,404
785,403,201,201,302,404
786,404,202,202,303,405
787,404,202,202,303,405
788,405,202,202,304,406
789,405,202,202,304,406
790,406,203,203,304,407
791,406,203,203,305,407
792,407,203,203,305,408
793,408,204,204,306,408
794,408,204,204,306,409
795,409,204,204,306,410
796,409,204,204,307,410
797,410,205,205,307,411
798,410,205,205,308,411
799,411,205,205,308,412
800,411,205,205,308,412
801,412,206,206,309,413
802,412,206,206,309,413
803,413,206,206,310,414
804,413,206,206,310,414
805,414,207,207,310,415
806,414,207,207,311,415
807,415,207,207,311,416
808,416,208,208,312,416
809,416,208,208,312,417
810,417,208,208,312,418
811,417,208,208,313,418
812,418,209,209,313,419
813,418,209,209,314,419
814,419,209,209,314,420
815,419,209,209,314,420
816,420,210,210,315,421
817,420,210,210,315,421
818,421,210,210,316,422
819,421,210,210,316,422
820,422,211,211,316,423
821,422,211,211,317,423
822,423,211,211,317,424
823,424,212,212,318,424
824,424,212,212,318,425
825,425,212,212,318,426
826,425,212,212,319,426
827,426,213,213,319,427
828,426,213,213,320,427
829,427,213,213,320,428
830,427,213,213,320,428
831,428,214,214,321,429
832,428,214,214,321,429
833,429,214,214,322,430
834,429,214,214,322,430
835,430,215,215,322,431
836,430,215,215,323,431
837,431,215,215,323,432
838,432,216,216,324,432
839,432,216,216,324,433
840,433,216,216,324,434
841,433,216,216,325,434
842,434,217,217,325,435
843,434,217,217,326,435
844,435,217,217,326,436
845,435,217,217,326,436
846,436,218,218,327,437
847,436,218,218,327,437
848,437,218,218,328,438
849,437,218,218,328,438
850,438,219,219,328,439
851,438,219,219,329,439
852,439,219,219,329,440
853,440,220,220,330,440
854,440,220,220,330,441
855,441,220,220,330,442
856,441,220,220,331,442
857,442,221,221,331,443
858,442,221,221,332,443
859,443,221,221,332,444
860,443,221,221,332,444
861,444,222,222,333,445
862,444,222,222,333,445
863,445,222,222,334,446
864,445,222,222,334,446
865,446,223,223,334,447
866,446,223,223,335,447
867,447,223,223,335,448
868,448,224,224,336,448
869,448,224,224,336,449
870,449,224,224,336,450
871,449,224,224,337,450
872,450,225,225,337,451
873,450,225,225,338,451
874,451,225,225,338,452
875,451,225,225,338,452
876,452,226,226,339,453
877,452,226,226,339,453
878,453,226,226,340,454
879,453,226,226,340,454
880,454,227,227,340,455
881,454,227,227,341,455
882,455,227,227,341,456
883,456,228,228,342,456
884,456,228,228,342,457
885,457,228,228,342,458
886,457,228,228,343,458
887,458,229,229,343,459
888,458,229,229,344,459
889,459,229,229,344,460
890,459,229,229,344,460
891,460,230,230,345,461
892,460,230,230,345,461
893,461,230,230,346,462
894,461,230,230,346,462
895,462,231,231,346,463
896,462,231,231,347,463
897,463,231,231,347,464
898,464,232,232,348,464
899,464,232,232,348,465
900,465,232,232,348,466
901,465,232,232,349,466
902,466,233,233,349,467
903,466,233,233,350,467
904,467,233,233,350,468
905,467,233,233,350,468
906,468,234,234,351,469
907,468,234,234,351,469
908,469,234,234,352,470
909,469,234,234,352,470
910,470,235,235,352,471
911,470,235,235,353,471
912,471,235,235,353,472
913,472,236,236,354,472
914,472,236,236,354,473
915,473,236,236,354,474
916,473,236,236,355,474
917,474,237,237,355,475
918,474,237,237,356,475
919,475,237,237,356,476
920,475,237,237,356,476
921,476,238,238,357,477
922,476,238,238,357,477
923,477,238,238,358,478
924,477,238,238,358,478
925,478,239,239,358,479
926,478,239,239,359,479
927,479,239,239,359,480
928,480,240,240,360,480
929,480,240,240,360,481
930,481,240,240,360,482
931,481,240,240,361,482
932,482,241,241,361,483
933,482,241,241,362,483
934,483,241,241,362,484
935,483,241,241,362,484
936,484,242,242,363,485
937,484,242,242,363,485
938,485,242,242,364,486
939,485,242,242,364,486
940,486,243,243,364,487
941,486,243,243,365,487
942,487,243,243,365,488
943,488,244,244,366,488
944,488,244,244,366,489
945,489,244,244,366,490
946,489,244,244,367,490
947,490,245,245,367,491
948,490,245,245,368,491
949,491,245,245,368,492
950,491,245,245,368,492
951,492,246,246,369,493
952,492,246,246,369,493
953,493,246,246,370,494
954,493,246,246,370,494
955,494,247,247,370,495
956,494,247,247,371,495
957,495,247,247,371,496
958,496,248,248,372,496
959,496,248,248,372,497
960,497,248,248,372,498
961,497,248,248,373,498
962,498,249,249,373,499
963,498,249,249,374,499
964,499,249,249,374,500
965,499,249,249,374,500
966,500,250,250,375,501
967,500,250,250,375,501
968,501,250,250,376,502
969,501,250,250,376,502
970,502,251,251,376,503
971,502,251,251,377,503
972,503,251,251,377,504
973,504,252,252,378,504
974,504,252,252,378,505
975,505,252,252,378,506
976,505,252,252,379,506
977,506,253,253,379,507
978,506,253,253,380,507
979,507,253,253,380,508
980,507,253,253,380,508
981,508,254,254,381,509
982,508,254,254,381,509
983,509,254,254,382,510
984,509,254,254,382,510
985,510,255,255,382,511
986,510,255,255,383,511
987,511,255,255,383,512
988,512,256,256,384,512
989,512,256,256,384,513
990,513,256,256,384,514
991,513,256,256,385,514
992,514,257,257,385,515
993,514,257,257,386,515
994,515,257,257,386,516
995,515,257,257,386,516
996,516,258,258,387,517
997,516,258,258,387,517
998,517,258,258,388,518
999,517,258,258,388,518
1000,518,259,259,388,519
1001,518,259,259,389,519
1002,519,259,259,389,520
1003,520,260,260,390,520
1004,520,260,260,390,521
1005,521,260,260,390,522
1006,521,260,260,391,522
1007,522,261,261,391,523
1008,522,261,261,392,523
1009,523,261,261,392,524
1010,523,261,261,392,524
1011,524,262,262,393,525
1012,524,262,262,393,525
1013,525,262,262,394,526
1014,525,262,262,394,526
1015,526,263,263,394,527
1016,526,263,263,395,527
1017,527,263,263,395,528
1018,528,264,264,396,528
1019,528,264,264,396,529
1020,529,264,264,396,530
1021,529,264,264,397,530
1022,530,265,265,397,531
1023,530,265,265,398,531
1024,531,265,265,398,532
1025,531,265,265,398,532
1026,532,266,266,399,533
1027,532,266,266,399,533
1028,533,266,266,400,534
1029,533,266,266,400,534
1030,534,267,267,400,535
1031,534,267,267,401,535
1032,535,267,267,401,536
1033,536,268,268,402,536
1034,536,268,268,402,537
1035,537,268,268,402,538
1036,537,268,268,403,538
1037,538,269,269,403,539
1038,538,269,269,404,539
1039,539,269,269,404,540
1040,539,269,269,404,540
1041,540,270,270,405,541
1042,540,270,270,405,541
1043,541,270,270,406,542
1044,541,270,270,406,542
1045,542,271,271,406,543
1046,542,271,271,407,543
1047,543,271,271,407,544
1048,544,272,272,408,544
1049,544,272,272,408,545
1050,545,272,272,408,546
1051,545,272,272,409,546
1052,546,273,273,409,547
1053,546,273,273,410,547
1054,547,273,273,410,548
1055,547,273,273,410,548
1056,548,274,274,411,549
1057,548,274,274,411,549
1058,549,274,274,412,550
1059,549,274,274,412,550
1060,550,275,275,412,551
1061,550,275,275,413,551
1062,551,275,275,413,552
1063,552,276,276,414,552
1064,552,276,276,414,553
1065,553,276,276,414,554
1066,553,276,276,415,554
1067,554,277,277,415,555
1068,554,277,277,416,555
1069,555,277,277,416,556
1070,555,277,277,416,556
1071,556,278,278,417,557
1072,556,278,278,417,557
1073,557,278,278,418,558
1074,557,278,278,418,558
1075,558,279,279,418,559
1076,558,279,279,419,559
1077,559,279,279,419,560
1078,560,280,280,420,560
1079,560,280,280,420,561
1080,561,280,280,420,562
1081,561,280,280,421,562
1082,562,281,281,421,563
1083,562,281,281,422,563
1084,563,281,281,422,564
1085,563,281,281,422,564
1086,564,282,282,423,565
1087,564,282,282,423,565
1088,565,282,282,424,566
1089,565,282,282,424,566
1090,566,283,283,424,567
1091,566,283,283,425,567
1092,567,283,283,425,568
1093,568,284,284,426,568
1094,568,284,284,426,569
1095,569,284,284,426,570
1096,569,284,284,427,570
1097,570,285,285,427,571
1098,570,285,285,428,571
1099,571,285,285,428,572
1100,571,285,285,428,572
1101,572,286,286,429,573
1102,572,286,286,429,573
1103,573,286,286,430,574
1104,573,286,286,430,574
1105,574,287,287,430,575
1106,574,287,287,431,575
1107,575,287,287,431,576
1108,576,288,288,432,576
1109,576,288,288,432,577
1110,577,288,288,432,578
1111,577,288,288,433,578
1112,578,289,289,433,579
1113,578,289,289,434,579
1114,579,289,289,434,580
1115,579,289,289,434,580
1116,580,290,290,435,581
1117,580,290,290,435,581
1118,581,290,290,436,582
1119,581,290,290,436,582
1120,582,291,291,436,583
1121,582,291,291,437,583
1122,583,291,291,437,584
1123,584,292,292,438,584
1124,584,292,292,438,585
1125,585,292,292,438,586
1126,585,292,292,439,586
1127,586,293,293,439,587
1128,586,293,293,440,587
1129,587,293,293,440,588
1130,587,293,293,440,588
1131,588,294,294,441,589
1132,588,294,294,441,589
1133,589,294,294,442,590
1134,589,294,294,442,590
1135,590,295,295,442,591
1136,590,295,295,443,591
1137,591,295,295,443,592
1138,592,296,296,444,592
1139,592,296,296,444,593
1140,593,296,296,444,594
1141,593,296,296,445,594
1142,594,297,297,445,595
1143,594,297,297,446,595
1144,595,297,297,446,596
1145,595,297,297,446,596
