ClassID,Price_Weapon,Price_THWeapon,Price_SHIRT,Price_PANTS,Price_GLOVES,Price_BOOTS,Price_SubWeapon,Price_NECK,Price_RING,RepairPrice_Weapon,RepairPrice_THWeapon,RepairPrice_SHIRT,RepairPrice_PANTS,RepairPrice_GLOVES,RepairPrice_BOOTS,RepairPrice_SubWeapon,RepairPrice_NECK,RepairPrice_RING
189,32505,52008,29254,29254,14627,14627,19503,19503,19503,6501,10401,5850,5850,2925,2925,3900,3900,3900
190,32505,52008,29254,29254,14627,14627,19503,19503,19503,6501,10401,5850,5850,2925,2925,3900,3900,3900
191,32505,52008,29254,29254,14627,14627,19503,19503,19503,6501,10401,5850,5850,2925,2925,3900,3900,3900
192,32505,52008,29254,29254,14627,14627,19503,19503,19503,6501,10401,5850,5850,2925,2925,3900,3900,3900
193,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
194,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
195,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
196,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
197,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
198,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
199,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
200,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
201,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
202,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
203,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
204,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
205,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
206,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
207,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
208,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
209,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
210,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
211,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
212,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
213,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
214,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
215,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
216,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
217,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
218,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
219,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
220,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
221,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
222,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
223,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
224,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
225,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
226,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
227,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
228,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
229,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
230,32673,52276,29405,29405,14702,14702,19603,19603,19603,6534,10454,5880,5880,2940,2940,3920,3920,3920
231,32960,52736,29664,29664,14832,14832,19776,19776,19776,6592,10547,5932,5932,2966,2966,3955,3955,3955
232,33600,53760,30240,30240,15120,15120,20160,20160,20160,6720,10752,6048,6048,3024,3024,4032,4032,4032
233,35040,56064,31536,31536,15768,15768,21024,21024,21024,7008,11212,6307,6307,3153,3153,4204,4204,4204
234,39520,63232,35568,35568,17784,17784,23712,23712,23712,7904,12646,7113,7113,3556,3556,4742,4742,4742
235,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
236,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
237,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
238,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
239,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
240,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
241,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
242,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
243,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
244,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
245,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
246,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
247,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
248,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
249,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
250,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
251,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
252,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
253,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
254,39680,63488,35712,35712,17856,17856,23808,23808,23808,7936,12697,7142,7142,3571,3571,4761,4761,4761
255,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
